StockCode|Vendor|PartNo|RRP|ETA|GCode|Block1_Price|Block2_Price|Block3_Price|ProductGroup|Stock|Description
CMK16GX4M2A2666C16R|Corsair|CMK16GX4M2A2666C16R|239.99||67517|175.00|175.00|175.00|Memory - DIMM|30|CORSAIR CMK16GX4M2A2666C16R DDR4 2666MHZ 16GB 2X288 UNBUFFERED 16-18-18-35 VENGEANCE LPX RED HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTELR CORE I5/I7
CMK16GX4M2B3000C15|Corsair|CMK16GX4M2B3000C15|249.99||70734|189.00|189.00|189.00|Memory - DIMM|5|CORSAIR CMK16GX4M2B3000C15 DDR4, 3000MHz 16GB 2 x 288 DIMM, Unbuffered, 15-17-17-35, Vengeance LPX Black Heat spreader, 1.35V, XMP 2.0, Supports 6th I
CMK16GX4M2B3000C15R|Corsair|CMK16GX4M2B3000C15R|249.99||70735|189.00|189.00|189.00|Memory - DIMM|4|CORSAIR CMK16GX4M2B3000C15R DDR4, 3000MHz 16GB 2 x 288 DIMM, Unbuffered, 15-17-17-35, Vengeance LPX Red Heat spreader, 1.35V, XMP 2.0, Supports 6th In
CMK16GX4M2B3200C16|Corsair|CMK16GX4M2B3200C16|309.99||70219|228.00|228.00|228.00|Memory - DIMM|9|CORSAIR CMK16GX4M2B3200C16 DDR4, 3200MHz 16GB 2 x 288 DIMM, Unbuffered, 16-18-18-36, Vengeance LPX Black Heat spreader, 1.35V
CMK16GX4M2B3200C16R|Corsair|CMK16GX4M2B3200C16R|309.99||70220|228.00|228.00|228.00|Memory - DIMM|6|CORSAIR CMK16GX4M2B3200C16R DDR4, 3200MHz 16GB 2 x 288 DIMM, Unbuffered, 16-18-18-36, Vengeance LPX Red Heat spreader, 1.35V
CMK16GX4M4A2800C16|Corsair|CMK16GX4M4A2800C16|279.99||66342|205.00|205.00|205.00|Memory - DIMM|1|CMK16GX4M4A2800C16 DDR4 2800MHZ 16GB 4 X 288 DIMM UNBUFFERED 16-18-18-36 VENGEANCE LPX BLACK HEAT SPREADER 1.20V
CMK16GX4M4B3000C15|Corsair|CMK16GX4M4B3000C15|269.99||70221|199.00|199.00|199.00|Memory - DIMM|17|CORSAIR CMK16GX4M4B3000C15 DDR4, 3000MHz 16GB 4 x 288 DIMM, Unbuffered, 15-17-17-35, Vengeance LPX Black Heat spreader, 1.35V
CMK16GX4M4B3000C15B|Corsair|CMK16GX4M4B3000C15B|269.99||70223|199.00|199.00|199.00|Memory - DIMM|19|CORSAIR CMK16GX4M4B3000C15B DDR4, 3000MHz 16GB 4 x 288 DIMM, Unbuffered, 15-17-17-35, Vengeance LPX Blue Heat spreader, 1.35V
CMK16GX4M4B3000C15R|Corsair|CMK16GX4M4B3000C15R|269.99||70222|199.00|199.00|199.00|Memory - DIMM|6|CORSAIR CMK16GX4M4B3000C15R DDR4, 3000MHz 16GB 4 x 288 DIMM, Unbuffered, 15-17-17-35, Vengeance LPX Red Heat spreader, 1.35V
CMK32GX4M2A2400C14|Corsair|CMK32GX4M2A2400C14|499.99||67565|369.00|369.00|369.00|Memory - DIMM|0|DDR4 2400MHZ 32GB 2 X 288 DIMM UNBUFFERED 14-16-16-31 VENGEANCE LPX BLACK HEAT SPREADER 1.20V
CMK32GX4M2B3000C15|Corsair|CMK32GX4M2B3000C15|539.99||70206|399.00|399.00|399.00|Memory - DIMM|10|CORSAIR CMK32GX4M2B3000C15 DDR4 3000MHz 16GB 2 x 288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Black Heat spreader 1.35V
CMK32GX4M2B3200C16|Corsair|CMK32GX4M2B3200C16|539.99||71116|399.00|399.00|399.00|Memory - DIMM|0|CORSAIR CMK32GX4M2B3200C16 DDR4 3200MHz 32GB 2 x 288 DIMM Unbuffered 16-18-18-36 Vengeance LPX Black Heat spreader 1.35V XMP 2.0
CMK32GX4M4B3000C15|Corsair|CMK32GX4M4B3000C15|629.99||70355|459.00|459.00|459.00|Memory - DIMM|1|CORSAIR CMK32GX4M4B3000C15 DDR4 3000MHz 32GB 4 x 288 DIMM Unbuffered 15-17-17-35 Vengeance LPX Black Heat spreader 1.35V
CMK64GX4M8A2400C14|Corsair|CMK64GX4M8A2400C14|719.99||67197|529.00|529.00|529.00|Memory - DIMM|1|CORSAIR CMK64GX4M8A2400C14 DDR4 2400MHZ 64GB 8 X 288 DIMM UNBUFFERED 14-16-16-31 VENGEANCE LPX BLACK HEAT SPREADER 1.20V
CMK8GX4M1A2400C14|Corsair|CMK8GX4M1A2400C14|109.99||67561|77.00|77.00|77.00|Memory - DIMM|0|DDR4 2400MHZ 8GB 1 X 288 DIMM UNBUFFERED 14-16-16-31 VENGEANCE LPX BLACK HEAT SPREADER 1.20V
CMK8GX4M1A2666C16|Corsair|CMK8GX4M1A2666C16|119.99||67562|88.00|88.00|88.00|Memory - DIMM|20|DDR4 2666MHZ 8GB 1 X 288 DIMM UNBUFFERED 16-18-18-35 VENGEANCE LPX BLACK HEAT SPREADER 1.2V XMP 2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M1A2666C16R|Corsair|CMK8GX4M1A2666C16R|119.99||67563|88.00|88.00|88.00|Memory - DIMM|5|DDR4 2666MHZ 8GB 1 X 288 DIMM UNBUFFERED 16-18-18-35 VENGEANCE LPX RED HEAT SPREADER 1.2V XMP 2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M2A2133C13|Corsair|CMK8GX4M2A2133C13|109.99||67525|79.00|79.00|79.00|Memory - DIMM|0|CORSAIR CMK8GX4M2A2133C13 DDR4 2133MHZ 8GB 2X288 UNBUFFERED 13-15-15-28 VENGEANCE LPX BLACK HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTELR CORE I5/I7
CMK8GX4M2A2133C13R|Corsair|CMK8GX4M2A2133C13R|109.99||67526|79.00|79.00|79.00|Memory - DIMM|0|CORSAIR CMK8GX4M2A2133C13R DDR4 2133MHZ 8GB 2X288 UNBUFFERED 13-15-15-28 VENGEANCE LPX RED HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M2A2400C14|Corsair|CMK8GX4M2A2400C14|109.99||67511|81.00|81.00|81.00|Memory - DIMM|23|CORSAIR CMK8GX4M2A2400C14 DDR4 2400MHZ 8GB 2X288 UNBUFFERED 14-16-16-31 VENGEANCE LPX BLACK HEATSPREADER 1.2V
CMK8GX4M2A2400C14R|Corsair|CMK8GX4M2A2400C14R|109.99||67522|81.00|81.00|81.00|Memory - DIMM|5|CORSAIR CMK8GX4M2A2400C14R DDR4 2400MHZ 8GB 2X288 UNBUFFERED 14-16-16-31 VENGEANCE LPX RED HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M2A2666C16|Corsair|CMK8GX4M2A2666C16|129.99||67518|89.00|89.00|89.00|Memory - DIMM|6|CORSAIR CMK8GX4M2A2666C16 DDR4 2666MHZ 8GB 2X288 UNBUFFERED16-18-18-35 VENGEANCE LPX BLACK HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M2A2666C16R|Corsair|CMK8GX4M2A2666C16R|129.99||67519|89.00|89.00|89.00|Memory - DIMM|30|CORSAIR CMK8GX4M2A2666C16R DDR4 2666MHZ 8GB 2X288 UNBUFFERED 16-18-18-35 VENGEANCE LPX RED HEATSPREADER 1.2V XMP2.0 SUPPORTS 6TH INTEL® CORE™ I5/I7
CMK8GX4M2B3000C15|Corsair|CMK8GX4M2B3000C15|149.99||67514|109.00|109.00|109.00|Memory - DIMM|3|CORSAIR CMK8GX4M2B3000C15 DDR4 3000MHZ 8GB 2X288 UNBUFFERED 15-17-17-35 VENGEANCE LPX BLACK HEATSPREADER 1.35V XMP2.0 SUPPORTS 6TH INTELR CORE I5/I7
CMK8GX4M2B3000C15R|Corsair|CMK8GX4M2B3000C15R|149.99||67515|109.00|109.00|109.00|Memory - DIMM|3|CORSAIR CMK8GX4M2B3000C15R DDR4 3000MHZ 8GB 2X288 UNBUFFERED 15-17-17-35 VENGEANCE LPX RED HEATSPREADER 1.35V XMP2.0 SUPPORTS 6TH INTELR CORE I5/I7
CMK8GX4M2B3200C16|Corsair|CMK8GX4M2B3200C16|159.99||70217|118.00|118.00|118.00|Memory - DIMM|30|CORSAIR CMK8GX4M2B3200C16 DDR4, 3200MHz 8GB 2 x 288 DIMM, Unbuffered, 16-18-18-36, Vengeance LPX Black Heat spreader, 1.35V
CMK8GX4M2B3200C16R|Corsair|CMK8GX4M2B3200C16R|159.99||67513|118.00|118.00|118.00|Memory - DIMM|5|CORSAIR CMK8GX4M2B3200C16R DDR4 3200MHZ 8GB 2X288 UNBUFFERED 16-18-18-36 VENGEANCE LPX RED HEATSPREADER 1.35V XMP2.0 SUPPORTS 6TH INTELR CORE I5/I7
CML8GX3M2C1600C9|Corsair|CML8GX3M2C1600C9|109.99||67505|77.00|77.00|77.00|Memory - DIMM|20|CORSAIR CML8GX3M2C1600C9 DDR3L 1600MHZ 8GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE BLACK LOW PROFILE SUPPORTS 6TH INTEL® CORE™ I5/I7 XMP1.3 1.35V
CML8GX3M2C1600C9R|Corsair|CML8GX3M2C1600C9R|109.99||67529|77.00|77.00|77.00|Memory - DIMM|23|CORSAIR CML8GX3M2C1600C9R DDR3L 1600MHZ 8GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE RED LOW PROFILE SUPPORTS 6TH INTEL® CORE™ I5/I7 XMP1.3 1.35V
CMSO16GX4M1A2133C15|Corsair|CMSO16GX4M1A2133C15|219.99||71118|159.00|159.00|159.00|Memory - SODIMM|0|CORSAIR CMSO16GX4M1A2133C15 DDR4 2133MHZ 16GB 1x260 SODIMM 1.20V Unbuffered 15-15-15-36
CMSO4GX3M1C1600C11|Corsair|CMSO4GX3M1C1600C11|49.99||66195|34.00|34.00|34.00|Memory - SODIMM|16|DDR3L 1600MHZ 4GB 1X204 SODIMM 1.35V UNBUFFERED
CMSO4GX4M1A2133C15|Corsair|CMSO4GX4M1A2133C15|59.99||71119|44.00|44.00|44.00|Memory - SODIMM|10|CORSAIR CMSO4GX4M1A2133C15 DDR4 2133MHZ 4GB 1x260 SODIMM 1.20V Unbuffered 15-15-15-36
CMSO8GX3M1B1600C11|Corsair|CMSO8GX3M1B1600C11|49.99||66683|39.00|39.00|39.00|Memory - SODIMM|30|CORSAIR CMSO8GX3M1B1600C11 DDR3 1600MHZ 8GB 1X204 SODIMM 1.5V UNBUFFERED
CMSO8GX3M1C1600C11|Corsair|CMSO8GX3M1C1600C11|89.99||66196|69.00|69.00|69.00|Memory - SODIMM|13|DDR3L 1600MHZ 8GB 1X204 SODIMM 1.35V UNBUFFERED
CMSO8GX4M1A2133C15|Corsair|CMSO8GX4M1A2133C15|99.99||70976|67.00|67.00|67.00|Memory - SODIMM|20|CORSAIR CMSO8GX4M1A2133C15 DDR4, 2133MHZ 8GB 1x260 SODIMM 1.20V, Unbuffered, 15-15-15-36
CMSX4GX3M1A1600C9|Corsair|CMSX4GX3M1A1600C9|39.99||66197|29.00|29.00|29.00|Memory - SODIMM|6|DDR3 1600MHZ 4GB 1X204 SODIMM UNBUFFERED 9-9-9-24 SODIMM BLACK PCB 1.5V INTEL 2ND AND 3RD GENERATION INTEL CORE I5 AND I7 PROCESSOR PLATFORMS ONLY
CMV4GX4M1A2133C15|Corsair|CMV4GX4M1A2133C15|59.99||66397|39.00|39.00|39.00|Memory - DIMM|3|CORSAIR CMV4GX4M1A2133C15 DDR4 2133MHZ 4GB 1X288 DIMM 1.20V UNBUFFERED 15-15-15-36
CMY16GX3M2C1600C9|Corsair|CMY16GX3M2C1600C9|189.99||67507|145.00|145.00|145.00|Memory - DIMM|15|CORSAIR CMY16GX3M2C1600C9 DDR3L 1600MHZ 16GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE PRO BLACK HEATSPREADER SUPPORTS 6TH INTELR CORE I5/I7  XMP 1.3 1.35V
CMY16GX3M2C1600C9R|Corsair|CMY16GX3M2C1600C9R|189.99||67508|145.00|145.00|145.00|Memory - DIMM|8|CORSAIR CMY16GX3M2C1600C9R DDR3L 1600MHZ 16GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE PRO RED HEATSPREADER SUPPORTS 6TH INTELR CORE I5/I7  XMP 1.3 1.35V
CMY16GX3M2C1866C10|Corsair|CMY16GX3M2C1866C10|199.99||70736|149.00|149.00|149.00|Memory - DIMM|6|CORSAIR CMY16GX3M2C1866C10 DDR3L, 1866MHz 16GB 2x240 Dimm, Unbuffered, 10-11-11-30, Vengeance Pro Black Heatspreader
CMY16GX3M2C1866C10R|Corsair|CMY16GX3M2C1866C10R|199.99||70737|149.00|149.00|149.00|Memory - DIMM|10|CORSAIR CMY16GX3M2C1866C10R DDR3L, 1866MHz 16GB 2x240 Dimm, Unbuffered, 10-11-11-30, Vengeance Pro Red Heatspreader
CMY8GX3M2A1866C9|Corsair|CMY8GX3M2A1866C9|99.99||66202|77.00|77.00|77.00|Memory - DIMM|13|DDR3 1866MHZ 8GB 2X240 DIMM UNBUFFERED 9-10-9-27 VENGEANCE PRO SILVER  HEATSPREADER SUPPORTS LATEST 3RD AND 4TH INTEL CORE  XMP 1.3 1.5V.
CMY8GX3M2C1600C9|Corsair|CMY8GX3M2C1600C9|99.99||67509|73.00|73.00|73.00|Memory - DIMM|8|CORSAIR CMY8GX3M2C1600C9 DDR3L 1600MHZ 8GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE PRO BLACK HEATSPREADER SUPPORTS 6TH INTELR CORE I5/I7  XMP 1.3 1.35V
CMY8GX3M2C1600C9R|Corsair|CMY8GX3M2C1600C9R|99.99||67510|73.00|73.00|73.00|Memory - DIMM|14|CORSAIR CMY8GX3M2C1600C9R DDR3L 1600MHZ 8GB 2X240 UNBUFFERED 9-9-9-24 VENGEANCE PRO RED HEATSPREADER SUPPORTS 6TH INTEL® CORE™ I5/I7  XMP 1.3 1.35V
CMY8GX3M2C1866C10|Corsair|CMY8GX3M2C1866C10|109.99||70738|86.00|86.00|86.00|Memory - DIMM|12|CORSAIR CMY8GX3M2C1866C10 DDR3L, 1866MHz 8GB 2x240 Dimm, Unbuffered, 10-11-11-30, Vengeance Pro Black Heatspreader
CMY8GX3M2C1866C10R|Corsair|CMY8GX3M2C1866C10R|109.99||70739|86.00|86.00|86.00|Memory - DIMM|3|CORSAIR CMY8GX3M2C1866C10R DDR3L, 1866MHz 8GB 2x240 Dimm, Unbuffered, 10-11-11-30, Vengeance Pro Red Heatspreader
CMYAF|Corsair|CMYAF|49.99||67564|37.00|37.00|37.00|Memory - DIMM|7|CORSAIR VENGEANCE AIRFLOW LARGE 60MM ADJUSTABLE SPEED FAN RPM: 3500/2500 NOISE LEVEL: 21.0 DB(A) (25 DB(A) MAX)
CMZ16GX3M2A1600C9|Corsair|CMZ16GX3M2A1600C9|179.99||66205|135.00|135.00|135.00|Memory - DIMM|1|DDR3 1600MHZ 16GB 2X240 DIMM UNBUFFERED 9-9-9-24 VENGEANCE HEATSPREADER CORE I7 CORE I5 AND CORE 2/AMD PHENOM II - DUAL CHANNEL 1.5V
CMZ8GX3M1A1600C10|Corsair|CMZ8GX3M1A1600C10|79.99||67411|59.00|59.00|59.00|Memory - DIMM|30|CORSAIR CMZ8GX3M1A1600C10 DDR3 1600MHZ 8GB 1X240 DIMM UNBUFFERED 10-10-10-27 WITH VENGEANCE BLACK HEAT SPREADER - CORE I7 CORE I5 AND CORE 2 1.5V
CMZ8GX3M2A1600C9|Corsair|CMZ8GX3M2A1600C9|99.99||66207|74.00|74.00|74.00|Memory - DIMM|1|DDR3 1600MHZ 8GB 2X240 DIMM UNBUFFERED 9-9-9-24 VENGEANCE HEATSPREADER CORE I7 CORE I5 AND CORE 2/AMD PHENOM II - DUAL CHANNEL 1.5V
CN01|Targus|CN01|89.90||54509|46.78|46.78|46.78|Notebook Accessory|14|TARGUS 16 TRADITIONAL NOTEPAC BLACK
CN20|Targus|CN20|74.90||57819|43.99|43.99|43.99|Notebook Accessory|30|TARGUS 13.3 NOTE TOTE TRADITIONAL CORPORATE CASE
CN414AU|Targus|CN414AU|69.90|10/03/2016|60583|39.87|39.87|39.87|Notebook Accessory|0|TARGUS 13-14 CLASSIC+ CLAMSHELL LAPTOP CASE
CN514AU|Targus|CN514AU|69.90||60344|41.36|41.36|41.36|Notebook Accessory|30|TARGUS 13-14 CLASSIC+ TOPLOAD LAPTOP CASE
CN515AU|Targus|CN515AU|74.90||60345|41.36|41.36|41.36|Notebook Accessory|30|TARGUS 15.6 CLASSIC+ TOPLOAD LAPTOP CASE
CN600|Targus|CN600|99.90||54555|59.50|59.50|59.50|Notebook Accessory|21|TARGUS 16 CLASSIC BACKPACK BAG
CNFS415AU|Targus|CNFS415AU|74.90||60342|39.87|39.87|39.87|Notebook Accessory|30|TARGUS 15.6 CLASSIC+ CLAMSHELL LAPTOP CASE WITH FILE COMPARTMENT
CNFS418AU|Targus|CNFS418AU|84.90||60584|46.05|46.05|46.05|Notebook Accessory|B|TARGUS 17-18.2 CLASSIC+ CLAMSHELL LAPTOP CASE
CO-9050001-WW|Corsair|CO-9050001-WW|29.99||66487|19.30|18.90|18.50|Cooling|25|CORSAIR FAN AF120 LOW NOISE HIGH AIRFLOW FAN 120 MM X 25 MM 3 PIN - SINGLE PACK
CO-9050002-WW|Corsair|CO-9050002-WW|49.99||66486|33.90|33.20|32.60|Cooling|8|CORSAIR FAN AF120 LOW NOISE HIGH AIRFLOW FAN 120 MM X 25 MM 3 PIN - DUAL PACK
CO-9050003-WW|Corsair|CO-9050003-WW|29.99||66485|21.30|20.90|20.50|Cooling|10|CORSAIR FAN AF120 HIGH AIRFLOW FAN 120 MM X 25 MM 3 PIN - SINGLE PACK
CO-9050004-WW|Corsair|CO-9050004-WW|49.99||66484|36.50|35.70|35.00|Cooling|11|CORSAIR FAN AF120 HIGH AIRFLOW FAN 120 MM X 25 MM 3 PIN - DUAL PACK
CO-9050005-WW|Corsair|CO-9050005-WW|29.99||66496|20.30|19.90|19.50|Cooling|17|CORSAIR FAN SP120 LOW NOISE HIGH PRESSURE FAN 120 MM X 25 MM 3 PIN - SINGLE PACK
CO-9050006-WW|Corsair|CO-9050006-WW|49.99||66495|34.10|33.40|32.70|Cooling|5|CORSAIR FAN SP120 LOW NOISE HIGH PRESSURE FAN 120 MM X 25 MM 3 PIN - DUAL PACK
CO-9050007-WW|Corsair|CO-9050007-WW|29.99||66494|19.30|18.90|18.50|Cooling|10|CORSAIR FAN SP120 HIGH PRESSURE FAN 120 MM X 25 MM 3 PIN - SINGLE PACK
CO-9050008-WW|Corsair|CO-9050008-WW|49.99||66493|36.50|35.70|35.00|Cooling|8|CORSAIR FAN SP120 HIGH PRESSURE FAN 120 MM X 25 MM 3 PIN - DUAL PACK
CO-9050009-WW|Corsair|CO-9050009-WW|29.99||66488|19.70|19.40|19.00|Cooling|10|CORSAIR FAN AF140 LOW NOISE HIGH AIRFLOW FAN 140 MM X 25 MM 3 PIN - SINGLE PACK
CO-9050011-WW|Corsair|CO-9050011-WW|29.99||66492|21.90|21.40|21.00|Cooling|19|CORSAIR FAN SP120 PWM LOW NOISE HIGH PRESSURE FAN 120MM X 25MM 4 PIN - SINGLE PACK
CO-9050012-WW|Corsair|CO-9050012-WW|49.99||66491|36.10|35.50|34.80|Cooling|20|CORSAIR FAN SP120 PWM LOW NOISE HIGH PRESSURE FAN 120MM X 25MM 4 PIN - DUAL PACK
CO-9050013-WW|Corsair|CO-9050013-WW|29.99||66490|20.60|20.20|19.90|Cooling|0|CORSAIR FAN SP120 PWM HIGH PRESSURE FAN 120MM X 25MM 4 PIN - SINGLE PACK
CO-9050014-WW|Corsair|CO-9050014-WW|59.99||66489|37.90|37.20|36.50|Cooling|7|CORSAIR FAN SP120 PWM HIGH PRESSURE FAN 120MM X 25MM 4 PIN - DUAL PACK
CO-9050015-BLED|Corsair|CO-9050015-BLED|29.99||66510|14.80|14.50|14.20|Cooling|30|CORSAIR LED FAN AF120-LED BLUE - SINGLE PACK
CO-9050015-PLED|Corsair|CO-9050015-PLED|29.99||66512|14.80|14.50|14.20|Cooling|30|CORSAIR LED FAN AF120-LED PURPLE - SINGLE PACK
CO-9050015-RLED|Corsair|CO-9050015-RLED|19.99||66514|14.70|14.40|14.10|Cooling|30|CORSAIR LED FAN AF120-LED RED - SINGLE PACK
CO-9050015-WLED|Corsair|CO-9050015-WLED|29.99||66516|14.80|14.50|14.20|Cooling|13|CORSAIR LED FAN AF120-LED WHITE - SINGLE PACK
CO-9050016-BLED|Corsair|CO-9050016-BLED|39.99||66509|27.50|27.00|26.40|Cooling|30|CORSAIR LED FAN AF120-LED BLUE - DUAL PACK
CO-9050016-PLED|Corsair|CO-9050016-PLED|39.99||66511|27.50|27.00|26.40|Cooling|30|CORSAIR LED FAN AF120-LED PURPLE - DUAL PACK
CO-9050016-RLED|Corsair|CO-9050016-RLED|39.99||66513|27.50|27.00|26.40|Cooling|30|CORSAIR LED FAN AF120-LED RED - DUAL PACK
CO-9050016-WLED|Corsair|CO-9050016-WLED|39.99||66515|27.30|26.80|26.30|Cooling|14|CORSAIR LED FAN AF120-LED WHITE - DUAL PACK
CO-9050017-BLED|Corsair|CO-9050017-BLED|29.99||66517|18.60|18.20|17.90|Cooling|16|CORSAIR LED FAN AF140-LED BLUE - SINGLE PACK
CO-9050017-PLED|Corsair|CO-9050017-PLED|29.99||66518|18.70|18.30|18.00|Cooling|22|CORSAIR LED FAN AF140-LED PURPLE - SINGLE PACK
CO-9050017-RLED|Corsair|CO-9050017-RLED|29.99||66519|18.60|18.20|17.90|Cooling|23|CORSAIR LED FAN AF140-LED RED - SINGLE PACK
CO-9050017-WLED|Corsair|CO-9050017-WLED|29.99||66520|18.60|18.20|17.90|Cooling|23|CORSAIR LED FAN AF140-LED WHITE - SINGLE PACK
CO-9050019-WW|Corsair|CO-9050019-WW|19.99||66528|14.70|14.50|14.20|Cooling|24|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING RED - SINGLE PACK
CO-9050020-WW|Corsair|CO-9050020-WW|29.99||66530|14.80|14.50|14.20|Cooling|9|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING WHITE - SINGLE PACK
CO-9050021-WW|Corsair|CO-9050021-WW|29.99||66522|14.80|14.50|14.20|Cooling|30|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING BLUE - SINGLE PACK
CO-9050022-WW|Corsair|CO-9050022-WW|29.99||66524|14.80|14.50|14.20|Cooling|17|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING GREEN - SINGLE PACK
CO-9050023-WW|Corsair|CO-9050023-WW|29.99||66526|14.80|14.50|14.20|Cooling|22|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING PURPLE - SINGLE PACK
CO-9050024-WW|Corsair|CO-9050024-WW|29.99||66538|18.60|18.30|17.90|Cooling|21|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING RED - SINGLE PACK
CO-9050025-WW|Corsair|CO-9050025-WW|29.99||66540|18.60|18.20|17.90|Cooling|27|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING WHITE - SINGLE PACK
CO-9050026-WW|Corsair|CO-9050026-WW|29.99||66532|18.60|18.30|17.90|Cooling|27|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING BLUE - SINGLE PACK
CO-9050027-WW|Corsair|CO-9050027-WW|29.99||66534|18.60|18.30|17.90|Cooling|21|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING GREEN - SINGLE PACK
CO-9050028-WW|Corsair|CO-9050028-WW|29.99||66536|18.60|18.30|17.90|Cooling|18|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING PURPLE - SINGLE PACK
CO-9050029-WW|Corsair|CO-9050029-WW|39.99||66527|27.30|26.80|26.30|Cooling|5|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING RED - DUAL PACK
CO-9050030-WW|Corsair|CO-9050030-WW|39.99||66529|27.50|27.00|26.50|Cooling|14|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING WHITE - DUAL PACK
CO-9050031-WW|Corsair|CO-9050031-WW|39.99||66521|27.50|27.00|26.50|Cooling|14|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING BLUE - DUAL PACK
CO-9050032-WW|Corsair|CO-9050032-WW|39.99||66523|27.50|27.00|26.40|Cooling|15|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING GREEN - DUAL PACK
CO-9050033-WW|Corsair|CO-9050033-WW|39.99||66525|27.60|27.10|26.50|Cooling|9|CORSAIR THE AIR SERIES SP 120 LED HIGH STATIC PRESSURE FAN COOLING PURPLE - DUAL PACK
CO-9050034-WW|Corsair|CO-9050034-WW|49.99||66537|33.90|33.20|32.60|Cooling|6|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING RED - DUAL PACK
CO-9050035-WW|Corsair|CO-9050035-WW|49.99||66539|34.30|33.60|32.90|Cooling|20|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING WHITE - DUAL PACK
CO-9050036-WW|Corsair|CO-9050036-WW|49.99||66531|34.20|33.50|32.90|Cooling|19|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING BLUE - DUAL PACK
CO-9050037-WW|Corsair|CO-9050037-WW|49.99||66533|34.30|33.60|32.90|Cooling|21|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING GREEN - DUAL PACK
CO-9050038-WW|Corsair|CO-9050038-WW|49.99||66535|34.50|33.80|33.10|Cooling|10|CORSAIR THE AIR SERIES SP 140 LED HIGH STATIC PRESSURE FAN COOLING PURPLE - DUAL PACK
CP-8920045|Corsair|CP-8920045|149.99||67466|115.80|115.80|115.80|Cable|4|CORSAIR CP-8920045 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) BLACK
CP-8920046|Corsair|CP-8920046|149.99||67467|115.80|115.80|115.80|Cable|5|CORSAIR CP-8920046 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) BLUE
CP-8920047|Corsair|CP-8920047|149.99||67468|115.80|115.80|115.80|Cable|5|CORSAIR CP-8920047 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) GREEN
CP-8920049|Corsair|CP-8920049|149.99||67470|115.80|115.80|115.80|Cable|4|CORSAIR CP-8920049 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) RED
CP-8920050|Corsair|CP-8920050|149.99||67471|115.80|115.80|115.80|Cable|2|CORSAIR CP-8920050 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) WHITE
CP-8920052|Corsair|CP-8920052|149.99||67472|115.80|115.80|115.80|Cable|5|CORSAIR CP-8920052 PROFESSIONAL INDIVIDUALLY SLEEVED DC CABLE KIT TYPE 3 (GENERATION 2) METALLIC GRAPHITE
